Race,Epoch,Loss,Accuracy,Male Accuracy,Female Accuracy
Latino_Hispanic,15,0.472876801820574,"tensor(77.2027, device='cuda:0')",86.50693568726355,68.3132530120482
Latino_Hispanic,16,0.44840623092225357,"tensor(75.9088, device='cuda:0')",90.92055485498108,61.566265060240966
Latino_Hispanic,17,0.44195134782600165,"tensor(75.2310, device='cuda:0')",90.29003783102144,60.8433734939759
Latino_Hispanic,18,0.42849383000525443,"tensor(79.0511, device='cuda:0')",82.59773013871374,75.66265060240964
Latino_Hispanic,19,0.46548426487309214,"tensor(77.6340, device='cuda:0')",76.16645649432535,79.03614457831326
Latino_Hispanic,20,0.43270633897146765,"tensor(77.6340, device='cuda:0')",92.05548549810845,63.85542168674698
East Asian,1,0.7630710631032144,"tensor(61.1613, device='cuda:0')",68.21106821106821,54.075032341526516
East Asian,2,0.7440208105118044,"tensor(53.9355, device='cuda:0')",97.42599742599742,10.219922380336351
East Asian,3,0.60338462321989,"tensor(67.0968, device='cuda:0')",70.78507078507079,63.38939197930142
East Asian,4,0.61727983320913,"tensor(65.6129, device='cuda:0')",58.42985842985843,72.83311772315653
East Asian,5,0.5842217873757886,"tensor(68.2581, device='cuda:0')",75.8043758043758,60.67270375161707
East Asian,6,0.5648243325756442,"tensor(69.2903, device='cuda:0')",58.68725868725869,79.94825355756791
East Asian,7,0.5813080013182855,"tensor(68.8387, device='cuda:0')",62.80566280566281,74.90297542043984
East Asian,8,0.5442795388160213,"tensor(71.6129, device='cuda:0')",74.38867438867439,68.82276843467011
East Asian,9,0.5950364981928179,"tensor(67.0968, device='cuda:0')",51.48005148005148,82.79430789133248
East Asian,10,0.555582938578821,"tensor(71.8710, device='cuda:0')",76.57657657657657,67.14100905562742
East Asian,11,0.533097991097358,"tensor(73.0323, device='cuda:0')",84.42728442728443,61.57826649417852
East Asian,12,0.557496993695536,"tensor(70.1290, device='cuda:0')",66.15186615186616,74.1267787839586
East Asian,13,0.5381106299354184,"tensor(72.5807, device='cuda:0')",80.3088803088803,64.8124191461837
East Asian,14,0.5451834302563822,"tensor(68.3871, device='cuda:0')",91.5057915057915,45.14877102199224
East Asian,15,0.5241538201416692,"tensor(74., device='cuda:0')",81.72458172458172,66.23544631306598
East Asian,16,0.5396637769668333,"tensor(70.1936, device='cuda:0')",90.73359073359073,49.54721862871928
East Asian,17,0.5325855736578664,"tensor(70.4516, device='cuda:0')",88.93178893178893,51.87580853816301
East Asian,18,0.5153566264337109,"tensor(73.1613, device='cuda:0')",79.15057915057915,67.14100905562742
East Asian,19,0.5418834398638818,"tensor(71.5484, device='cuda:0')",70.01287001287001,73.09184993531694
East Asian,20,0.4904961209912454,"tensor(74., device='cuda:0')",90.09009009009009,57.82664941785253
Southeast Asian,1,0.7470239291342745,"tensor(56.8198, device='cuda:0')",63.40136054421769,49.705882352941174
Southeast Asian,2,0.7596217697585008,"tensor(52.7208, device='cuda:0')",96.3265306122449,5.588235294117648
Southeast Asian,3,0.6473567002653654,"tensor(62.9682, device='cuda:0')",70.8843537414966,54.41176470588235
Southeast Asian,4,0.6314245757281569,"tensor(64.3816, device='cuda:0')",62.585034013605444,66.32352941176471
Southeast Asian,5,0.6092751578391652,"tensor(66.2191, device='cuda:0')",77.82312925170068,53.67647058823529
Southeast Asian,6,0.5899148827306795,"tensor(66.2897, device='cuda:0')",61.49659863945578,71.47058823529412
Southeast Asian,7,0.590488575498965,"tensor(68.1979, device='cuda:0')",65.98639455782312,70.58823529411765
Southeast Asian,8,0.5676895433938124,"tensor(69.6820, device='cuda:0')",73.60544217687075,65.44117647058823
Southeast Asian,9,0.6103337723459035,"tensor(65.3004, device='cuda:0')",51.56462585034014,80.14705882352942
Southeast Asian,10,0.5469702834796568,"tensor(72.0141, device='cuda:0')",77.68707482993197,65.88235294117646
Southeast Asian,11,0.553608144530138,"tensor(71.3074, device='cuda:0')",85.4421768707483,56.029411764705884
Southeast Asian,12,0.5517712356344971,"tensor(69.3286, device='cuda:0')",65.578231292517,73.38235294117646
Southeast Asian,13,0.5342532798595226,"tensor(72.8622, device='cuda:0')",80.40816326530611,64.70588235294117
Southeast Asian,14,0.5506504991450495,"tensor(68.9753, device='cuda:0')",92.51700680272108,43.529411764705884
Southeast Asian,15,0.5376677870750427,"tensor(73.4276, device='cuda:0')",83.6734693877551,62.35294117647059
Southeast Asian,16,0.5361901002722157,"tensor(71.1661, device='cuda:0')",89.38775510204081,51.470588235294116
Southeast Asian,17,0.5377820460830055,"tensor(70.8834, device='cuda:0')",89.1156462585034,51.17647058823529
Southeast Asian,18,0.51021468900539,"tensor(74.0636, device='cuda:0')",76.59863945578232,71.32352941176471
Southeast Asian,19,0.5555386938391642,"tensor(70.6714, device='cuda:0')",69.79591836734694,71.61764705882354
Southeast Asian,20,0.517038704186362,"tensor(72.1555, device='cuda:0')",90.47619047619048,52.352941176470594
Indian,1,0.720603405800218,"tensor(60.4881, device='cuda:0')",66.66666666666666,54.39056356487549
Indian,2,0.7383911968221136,"tensor(53.0343, device='cuda:0')",97.87516600265604,8.781127129750983
Indian,3,0.5979603236457603,"tensor(66.8865, device='cuda:0')",82.20451527224436,51.76933158584534
Indian,4,0.5685446587904777,"tensor(68.9974, device='cuda:0')",77.42363877822045,60.68152031454783
Indian,5,0.5364280178710464,"tensor(70.2507, device='cuda:0')",86.98539176626826,53.73525557011796
Indian,6,0.5201006695274313,"tensor(73.7467, device='cuda:0')",74.6347941567065,72.870249017038
Indian,7,0.5507888106683313,"tensor(71.8997, device='cuda:0')",75.96281540504648,67.88990825688074
Indian,8,0.49051534822874143,"tensor(73.3509, device='cuda:0')",81.93891102257636,64.87549148099608
Indian,9,0.5141695829054297,"tensor(74.0106, device='cuda:0')",66.79946879150066,81.12712975098296
Indian,10,0.5081361316753881,"tensor(72.7573, device='cuda:0')",86.18857901726427,59.501965923984265
Indian,11,0.510135206981196,"tensor(71.5040, device='cuda:0')",89.64143426294821,53.604193971166445
Indian,12,0.485337076448199,"tensor(75.0660, device='cuda:0')",78.61885790172643,71.55963302752293
Indian,13,0.48119174836493417,"tensor(72.6253, device='cuda:0')",86.85258964143426,58.58453473132372
Indian,14,0.4968650671297139,"tensor(67.6121, device='cuda:0')",94.82071713147411,40.76015727391874
Indian,15,0.5179099602560884,"tensor(73.6807, device='cuda:0')",88.84462151394422,58.71559633027523
Indian,16,0.4997119568583204,"tensor(71.7019, device='cuda:0')",93.09428950863213,50.58977719528178
Indian,17,0.49530056834535424,"tensor(70.7784, device='cuda:0')",93.09428950863213,48.75491480996068
Indian,18,0.46737438849220175,"tensor(75.4617, device='cuda:0')",83.93094289508632,67.10353866317169
Indian,19,0.507068509398161,"tensor(73.5488, device='cuda:0')",75.4316069057105,71.69069462647444
Indian,20,0.4720277522830661,"tensor(72.5594, device='cuda:0')",92.56308100929614,52.8178243774574
Middle Eastern,1,0.6988410893011132,"tensor(63.1927, device='cuda:0')",70.47970479704797,48.23232323232323
Middle Eastern,2,0.6067091942425106,"tensor(68.2382, device='cuda:0')",98.2779827798278,6.565656565656567
Middle Eastern,3,0.5466496038032623,"tensor(73.7800, device='cuda:0')",83.27183271832719,54.292929292929294
Middle Eastern,4,0.5284907141926862,"tensor(73.6146, device='cuda:0')",78.59778597785979,63.38383838383839
Middle Eastern,5,0.4735795723889069,"tensor(75.5997, device='cuda:0')",86.83886838868389,52.52525252525253
Middle Eastern,6,0.4826966603498404,"tensor(75.7651, device='cuda:0')",76.87576875768758,73.48484848484848
Middle Eastern,7,0.4750607280666124,"tensor(74.1108, device='cuda:0')",76.50676506765068,69.1919191919192
Middle Eastern,8,0.43571575398875034,"tensor(78.3292, device='cuda:0')",84.9938499384994,64.64646464646465
Middle Eastern,9,0.543595123626261,"tensor(70.8023, device='cuda:0')",65.92865928659286,80.8080808080808
Middle Eastern,10,0.4379949702814258,"tensor(79.4045, device='cuda:0')",88.06888068880689,61.61616161616161
Middle Eastern,11,0.4174174009964819,"tensor(79.7353, device='cuda:0')",89.0528905289053,60.60606060606061
Middle Eastern,12,0.4339664044263838,"tensor(79.5699, device='cuda:0')",82.65682656826569,73.23232323232324
Middle Eastern,13,0.40968234626294364,"tensor(79.9835, device='cuda:0')",88.43788437884379,62.62626262626263
Middle Eastern,14,0.4177467203317742,"tensor(79.6526, device='cuda:0')",95.5719557195572,46.96969696969697
Middle Eastern,15,0.4071852174596021,"tensor(80.5624, device='cuda:0')",89.54489544895449,62.121212121212125
Middle Eastern,16,0.41859350557461367,"tensor(80.3970, device='cuda:0')",94.95694956949569,50.505050505050505
Middle Eastern,17,0.4074461580160928,"tensor(80.6452, device='cuda:0')",94.7109471094711,51.76767676767676
Middle Eastern,18,0.39409455166462537,"tensor(80.5624, device='cuda:0')",86.96186961869618,67.42424242424242
Middle Eastern,19,0.4791253068606848,"tensor(78.5773, device='cuda:0')",79.95079950799509,75.75757575757575
Middle Eastern,20,0.3834243248424025,"tensor(81.4723, device='cuda:0')",91.7589175891759,60.35353535353535
