Dataset,Model Folder,Model,Loss,Accuracy,Male Accuracy,Female Accuracy
AAF_Validation,bias_training_data\bias_Severe_Black_Bias_FlexMatch,bias_training_data\bias_Severe_Black_Bias_FlexMatch\FlexMatch_3_best.pth,0.6533470877376865,61.866085052490234,81.10142630744849,42.63074484944532
AAF_Validation,bias_training_data\bias_Severe_Black_Bias_FlexMatch,bias_training_data\bias_Severe_Black_Bias_FlexMatch\FlexMatch_4_best.pth,0.6943838062641549,52.436607360839844,99.28684627575277,5.586370839936609
AAF_Validation,bias_training_data\bias_Severe_Black_Bias_FlexMatch,bias_training_data\bias_Severe_Black_Bias_FlexMatch\FlexMatch_5_best.pth,0.8193636697181242,48.791603088378906,1.862123613312203,95.72107765451663
AAF_Validation,bias_training_data\bias_Severe_Black_Bias_FlexMatch,bias_training_data\bias_Severe_Black_Bias_FlexMatch\FlexMatch_1_unbalanced_best.pth,0.7615394897392926,51.60459899902344,99.0095087163233,4.199683042789223
AAF_Validation,bias_training_data\bias_Severe_Black_Bias_FlexMatch,bias_training_data\bias_Severe_Black_Bias_FlexMatch\FlexMatch_2_unbalanced_best.pth,0.7156764897982784,53.40729522705078,29.00158478605388,77.81299524564183
AAF_Validation,bias_training_data\bias_Severe_Black_Bias_FlexMatch,bias_training_data\bias_Severe_Black_Bias_FlexMatch\FlexMatch_3_unbalanced_best.pth,0.9098106968421754,37.55943298339844,55.54675118858954,19.572107765451662
AAF_Validation,bias_training_data\bias_Severe_Male_Gender_FlexMatch,bias_training_data\bias_Severe_Male_Gender_FlexMatch\FlexMatch_1_best.pth,0.6410988551312128,62.916011810302734,52.6148969889065,73.21711568938193
AAF_Validation,bias_training_data\bias_Severe_Male_Gender_FlexMatch,bias_training_data\bias_Severe_Male_Gender_FlexMatch\FlexMatch_2_best.pth,0.8001430492771409,49.98019027709961,1.664025356576862,98.29635499207608
AAF_Validation,bias_training_data\bias_Severe_Male_Gender_FlexMatch,bias_training_data\bias_Severe_Male_Gender_FlexMatch\FlexMatch_3_best.pth,0.7490498821255522,44.07686233520508,76.66402535657686,11.489698890649763
AAF_Validation,bias_training_data\bias_Severe_Male_Gender_FlexMatch,bias_training_data\bias_Severe_Male_Gender_FlexMatch\FlexMatch_4_best.pth,0.8177865708686659,30.170366287231445,17.868462757527734,42.47226624405705
AAF_Validation,bias_training_data\bias_Severe_Male_Gender_FlexMatch,bias_training_data\bias_Severe_Male_Gender_FlexMatch\FlexMatch_5_best.pth,0.8786217055494547,45.87955856323242,1.9809825673534072,89.77812995245642
AAF_Validation,bias_training_data\bias_Severe_Male_Gender_FlexMatch,bias_training_data\bias_Severe_Male_Gender_FlexMatch\FlexMatch_1_unbalanced_best.pth,0.7324470714230545,54.160064697265625,19.01743264659271,89.3026941362916
AAF_Validation,bias_training_data\bias_Severe_Male_Gender_FlexMatch,bias_training_data\bias_Severe_Male_Gender_FlexMatch\FlexMatch_2_unbalanced_best.pth,0.8883782748941763,35.835975646972656,6.814580031695722,64.85736925515056
AAF_Validation,bias_training_data\bias_Severe_Male_Gender_FlexMatch,bias_training_data\bias_Severe_Male_Gender_FlexMatch\FlexMatch_3_unbalanced_best.pth,0.6427313203668066,53.981773376464844,97.3851030110935,10.578446909667196
AAF_Validation,bias_training_data\bias_Severe_East_Asian_Female_Bias_FlexMatch,bias_training_data\bias_Severe_East_Asian_Female_Bias_FlexMatch\FlexMatch_1_best.pth,0.7593834247150814,46.87004852294922,73.81141045958796,19.928684627575276
AAF_Validation,bias_training_data\bias_Severe_East_Asian_Female_Bias_FlexMatch,bias_training_data\bias_Severe_East_Asian_Female_Bias_FlexMatch\FlexMatch_2_best.pth,0.5782181571478322,71.87005615234375,83.43898573692552,60.30110935023772
AAF_Validation,bias_training_data\bias_Severe_East_Asian_Female_Bias_FlexMatch,bias_training_data\bias_Severe_East_Asian_Female_Bias_FlexMatch\FlexMatch_3_best.pth,0.7276428993643748,45.5824089050293,56.458003169572116,34.7068145800317
AAF_Validation,bias_training_data\bias_Severe_East_Asian_Female_Bias_FlexMatch,bias_training_data\bias_Severe_East_Asian_Female_Bias_FlexMatch\FlexMatch_4_best.pth,0.8211396319552571,49.96038055419922,0.2377179080824089,99.68304278922345
AAF_Validation,bias_training_data\bias_Severe_East_Asian_Female_Bias_FlexMatch,bias_training_data\bias_Severe_East_Asian_Female_Bias_FlexMatch\FlexMatch_5_best.pth,0.7971164556766275,50.69334411621094,98.6529318541997,2.733755942947702
AAF_Validation,bias_training_data\bias_Severe_East_Asian_Female_Bias_FlexMatch,bias_training_data\bias_Severe_East_Asian_Female_Bias_FlexMatch\FlexMatch_1_unbalanced_best.pth,0.6892293842772107,56.041996002197266,76.06973058637084,36.014263074484944
AAF_Validation,bias_training_data\bias_Severe_East_Asian_Female_Bias_FlexMatch,bias_training_data\bias_Severe_East_Asian_Female_Bias_FlexMatch\FlexMatch_2_unbalanced_best.pth,0.7936762517492292,50.39619827270508,97.54358161648177,3.248811410459588
AAF_Validation,bias_training_data\bias_Severe_East_Asian_Female_Bias_FlexMatch,bias_training_data\bias_Severe_East_Asian_Female_Bias_FlexMatch\FlexMatch_3_unbalanced_best.pth,0.7743275161779437,48.17749786376953,6.656101426307448,89.69889064976229
AAF_Validation,bias_training_data\bias_Severe_East_Asian_Bias_FlexMatch,bias_training_data\bias_Severe_East_Asian_Bias_FlexMatch\FlexMatch_1_best.pth,0.8422379200885488,49.18779754638672,3.2091917591125196,95.1664025356577
AAF_Validation,bias_training_data\bias_Severe_East_Asian_Bias_FlexMatch,bias_training_data\bias_Severe_East_Asian_Bias_FlexMatch\FlexMatch_2_best.pth,0.8291218791824135,41.56101608276367,69.21553090332804,13.906497622820918
AAF_Validation,bias_training_data\bias_Severe_East_Asian_Bias_FlexMatch,bias_training_data\bias_Severe_East_Asian_Bias_FlexMatch\FlexMatch_3_best.pth,0.7750096482633599,50.316959381103516,99.96038034865293,0.6735340729001585
AAF_Validation,bias_training_data\bias_Severe_East_Asian_Bias_FlexMatch,bias_training_data\bias_Severe_East_Asian_Bias_FlexMatch\FlexMatch_4_best.pth,0.8046204530871613,50.07923889160156,98.93026941362916,1.2282091917591125
AAF_Validation,bias_training_data\bias_Severe_East_Asian_Bias_FlexMatch,bias_training_data\bias_Severe_East_Asian_Bias_FlexMatch\FlexMatch_5_best.pth,0.7887446501553531,50.455631256103516,99.16798732171156,1.7432646592709984
AAF_Validation,bias_training_data\bias_Severe_Female_Gender_FlexMatch,bias_training_data\bias_Severe_Female_Gender_FlexMatch\FlexMatch_1_best.pth,0.7173637513502276,51.545166015625,11.489698890649763,91.60063391442155
AAF_Validation,bias_training_data\bias_Severe_Female_Gender_FlexMatch,bias_training_data\bias_Severe_Female_Gender_FlexMatch\FlexMatch_2_best.pth,0.8885192635886832,47.979400634765625,2.2583201267828845,93.70047543581617
AAF_Validation,bias_training_data\bias_Severe_Female_Gender_FlexMatch,bias_training_data\bias_Severe_Female_Gender_FlexMatch\FlexMatch_3_best.pth,0.7087844409013134,54.10063934326172,68.50237717908082,39.69889064976228
AAF_Validation,bias_training_data\bias_Severe_Female_Gender_FlexMatch,bias_training_data\bias_Severe_Female_Gender_FlexMatch\FlexMatch_4_best.pth,0.9517673069814873,50.0,0.0,100.0
AAF_Validation,bias_training_data\bias_Severe_Female_Gender_FlexMatch,bias_training_data\bias_Severe_Female_Gender_FlexMatch\FlexMatch_5_best.pth,0.6819952435425458,52.5950927734375,97.78129952456418,7.408874801901744
